ticker,official_name,cik,name,title
A,Agilent Technologies,1090872,Mike McMullen,CEO until April 2024
A,Agilent Technologies,1090872,Koh Boon Hwee,chairman
APD,Air Products,2969,Eduardo F. Menezes,CEO
ABNB,Airbnb,1559720,Brian Chesky,CEO
ABNB,Airbnb,1559720,Nathan Blecharczyk,CSO
AKAM,Akamai Technologies,1086222,F. Thomson Leighton,CEO
AKAM,Akamai Technologies,1086222,Daniel Hesse,chairman
ALB,Albemarle Corporation,915913,Kent Masters,"chairman , president & CEO"
ALB,Albemarle Corporation,915913,Scott A. Tozier,CFO
ARE,Alexandria Real Estate Equities,1035443,Joel S. Marcus,chairman
ARE,Alexandria Real Estate Equities,1035443,Marc E. Binda,CFO
ALGN,Align Technology,1097149,Joe Hogan,president & CEO
ALGN,Align Technology,1097149,Karim Boussebaa,"EVP and MD , iTero Scanner and Services Business"
ALGN,Align Technology,1097149,John F. Morici,CFO
ALGN,Align Technology,1097149,Mitra Derakhshan,"SVP , Global Clinical"
ALLE,Allegion,1579241,Lauren Peters,chair
ALLE,Allegion,1579241,John Stone,CEO
ALL,Allstate,899051,Thomas J. Wilson,"chairman , president , and CEO"
GOOGL,Alphabet Inc. (Class A),1652044,John L. Hennessy,Chairman
GOOGL,Alphabet Inc. (Class A),1652044,Sundar Pichai,CEO
GOOGL,Alphabet Inc. (Class A),1652044,Ruth Porat,President and CIO
GOOGL,Alphabet Inc. (Class A),1652044,Anat Ashkenazi,CFO
GOOG,Alphabet Inc. (Class C),1652044,John L. Hennessy,Chairman
GOOG,Alphabet Inc. (Class C),1652044,Sundar Pichai,CEO
GOOG,Alphabet Inc. (Class C),1652044,Ruth Porat,President and CIO
GOOG,Alphabet Inc. (Class C),1652044,Anat Ashkenazi,CFO
MO,Altria,764180,Billy Gifford,chairman & CEO
AMZN,Amazon,1018724,Jeff Bezos,executive chairman
AMZN,Amazon,1018724,Andy Jassy,president and CEO
AMCR,Amcor,1748790,Peter Konieczny,CEO
AEE,Ameren,1002910,"Martin J. Lyons, Jr.","chairman , president & CEO"
AEE,Ameren,1002910,Mark C. Birk,Ameren Missouri chairman & president
AEE,Ameren,1002910,Leonard Singh,Ameren Illinois chairman & president
AEE,Ameren,1002910,Michael L. Moehn,Ameren Services chairman & president
AEE,Ameren,1002910,Shawn E. Schukar,Ameren Transmission chairman & president
AEP,American Electric Power,4904,Bill Fehrman,"chairman , president & CEO"
AXP,American Express,4962,Stephen Squeri,chairman & CEO
AXP,American Express,4962,Christophe Le Caillec,CFO
AIG,American International Group,5272,Peter Zaffino,chairman and CEO
AMT,American Tower,1053507,Steven Vondran,President and CEO
AMP,Ameriprise Financial,820027,James M. Cracchiolo,chairman & CEO
AMP,Ameriprise Financial,820027,Walter S. Berman,CFO
AMP,Ameriprise Financial,820027,Jeff Noddle,director
AMP,Ameriprise Financial,820027,Lon R. Greenberg,director
AME,Ametek,1037868,David A. Zapico,Chairman and CEO
AMGN,Amgen,318154,Robert A. Bradway,"chairman , president & CEO"
APH,Amphenol,820313,R. Adam Norwitt,president and CEO
ADI,Analog Devices,6281,Vincent Roche,chairman and CEO
ANSS,Ansys,1013462,Ronald Hovsepian,chairman
ANSS,Ansys,1013462,Ajei S. Gopal,president & CEO
AON,Aon plc,315293,Lester Knight,chairman
AON,Aon plc,315293,Eric Andersen,president
AON,Aon plc,315293,Greg Case,CEO
APA,APA Corporation,1841666,John J. Christmann IV,CEO
APO,Apollo Global Management,1858681,Marc Rowan,CEO
AAPL,Apple Inc.,320193,Tim Cook,CEO
AAPL,Apple Inc.,320193,Arthur Levinson,chairman
AMAT,Applied Materials,6951,Gary E. Dickerson,President & CEO
AMAT,Applied Materials,6951,Thomas J. Iannotti,Chairman
APTV,Aptiv,1521332,Kevin P. Clark,chairman and CEO
ACGL,Arch Capital Group,947484,John M. Pasquesi,Chair
ACGL,Arch Capital Group,947484,Nicolas Papadopoulo,CEO
ACGL,Arch Capital Group,947484,David Gansberg,President
ACGL,Arch Capital Group,947484,Maamoun Rajeh,President
ACGL,Arch Capital Group,947484,François Morin,CFO
ACGL,Arch Capital Group,947484,Paul Ingrey,former Chair and CEO
ACGL,Arch Capital Group,947484,Arch Reinsurance Dinos Iordanou,"former Chair, President and CEO"
ADM,Archer Daniels Midland,7084,Juan Luciano,chairman and CEO
ANET,Arista Networks,1596532,Jayshree Ullal,CEO and Chairperson
ANET,Arista Networks,1596532,Andy Bechtolsheim,Chief Architect
ANET,Arista Networks,1596532,Kenneth Duda,CTO
AJG,Arthur J. Gallagher & Co.,354190,"J. Patrick Gallagher, Jr.","chairman, president, & CEO"
AJG,Arthur J. Gallagher & Co.,354190,Douglas K. Howell,vice president & CFO
AIZ,Assurant,1267238,Keith W. Demmings,president & CEO
T,AT&T,732717,William Kennard,chairman
T,AT&T,732717,John Stankey,CEO
ATO,Atmos Energy,731802,J. Kevin Akers,President and CEO
ATO,Atmos Energy,731802,Kim R Cocklin,Executive Chairman of the Board
ATO,Atmos Energy,731802,Charles K Vaughan,Founder
ADSK,Autodesk,769397,Crawford W. Beveridge,chairman
ADSK,Autodesk,769397,Andrew Anagnost,CEO
ADP,Automatic Data Processing,8670,Maria Black,CEO
ADP,Automatic Data Processing,8670,John Ayala,COO
ADP,Automatic Data Processing,8670,Gus Blanchard,CMO
AZO,AutoZone,866787,Phil Daniele,"Chairman , President , & CEO"
AZO,AutoZone,866787,Jamere Jackson,CFO
AVB,AvalonBay Communities,915912,Timothy J. Naughton,chairman
AVB,AvalonBay Communities,915912,Benjamin Schall,CEO
AVB,AvalonBay Communities,915912,Kevin P. O’Shea,CFO
AVY,Avery Dennison,8818,Deon Stander,President and CEO
AVY,Avery Dennison,8818,Mitch Butier,Executive Chairman
AXON,Axon Enterprise,1069183,Patrick W. Smith,CEO
AXON,Axon Enterprise,1069183,Joshua Isner,president
BKR,Baker Hughes,1701605,Lorenzo Simonelli,chairman & CEO
BALL,Ball Corporation,9389,Dan Fisher,CEO
BAC,Bank of America,70858,Brian Moynihan,chairman and CEO
BAC,Bank of America,70858,Bruce Thompson,vice chairman
BAX,Baxter International,10456,José E. Almeida,chairman & CEO
BAX,Baxter International,10456,Jay Saccaro,CFO
BDX,Becton Dickinson,10795,Tom Polen,"chairman, CEO and president"
BDX,Becton Dickinson,10795,Christopher DelOrefice,Executive Vice President and CFO
BRK.B,Berkshire Hathaway,1067983,Warren Buffett,chairman and CEO
BRK.B,Berkshire Hathaway,1067983,Greg Abel,"vice chairman, Non-Insurance"
BRK.B,Berkshire Hathaway,1067983,Ajit Jain,"vice chairman, Insurance"
BBY,Best Buy,764478,David Kenny,chairman
BBY,Best Buy,764478,Corie Barry,CEO
TECH,Bio-Techne,842023,Kim Kelderman,CEO
TECH,Bio-Techne,842023,James Hippel,CFO
TECH,Bio-Techne,842023,Robert V. Baumgartner,Chairman
BIIB,Biogen,875045,Caroline Dorsa,chairman
BIIB,Biogen,875045,Chris Viehbacher,CEO
BLK,BlackRock,2012383,Larry Fink,chairman and CEO
BLK,BlackRock,2012383,Robert S. Kapito,president
BLK,BlackRock,2012383,Philipp Hildebrand,vice chairman
BX,Blackstone Inc.,1393818,Stephen Schwarzman,chairman and CEO
BX,Blackstone Inc.,1393818,Jonathan Gray,president and COO
BX,Blackstone Inc.,1393818,Joseph Baratta,head of private equity
BX,Blackstone Inc.,1393818,David Blitzer,chairman of tactical opportunities
BK,BNY Mellon,1390777,Robin Vince,CEO
BK,BNY Mellon,1390777,Dermot McDonogh,CFO
BA,Boeing,12927,Kelly Ortberg,president and CEO
BA,Boeing,12927,Steve Mollenkopf,chair
BKNG,Booking Holdings,1075531,Glenn D. Fogel,director and CEO
BKNG,Booking Holdings,1075531,Robert J. Mylod Jr.,Chair of Board
BKNG,Booking Holdings,1075531,"Peter J. Millones, Jr.",General counsel
BKNG,Booking Holdings,1075531,Paulo Pisano,CHRO
BSX,Boston Scientific,885725,Michael F. Mahoney,Chairman and CEO
BSX,Boston Scientific,885725,Daniel Brennan,CFO
BMY,Bristol Myers Squibb,14272,Chris Boerner,chairman and CEO
BMY,Bristol Myers Squibb,14272,David Elkins,CFO
AVGO,Broadcom,1730168,Henry Samueli,chairman
AVGO,Broadcom,1730168,Hock Tan,president and CEO
BR,Broadridge Financial Solutions,1383312,Tim Gokey,CEO
BR,Broadridge Financial Solutions,1383312,Chris Perry,President
BR,Broadridge Financial Solutions,1383312,Richard J. Daly,Chairman
BRO,Brown & Brown,79282,J. Powell Brown,President & CEO
BRO,Brown & Brown,79282,J. Hyatt Brown,chairman
BF.B,Brown–Forman,14693,Lawson E. Whiting,CEO
BF.B,Brown–Forman,14693,Campbell P. Brown,Chairman
BLDR,Builders FirstSource,1316835,Peter Jackson,CEO
BG,Bunge Global,1996862,Mark Zenuk,chairman
BG,Bunge Global,1996862,Greg Heckman,CEO
BXP,"BXP, Inc.",1037540,Owen D. Thomas,CEO
BXP,"BXP, Inc.",1037540,Douglas T. Linde,president
BXP,"BXP, Inc.",1037540,Mortimer Zuckerman,chairman
CHRW,C.H. Robinson,1043277,Jodee Kozlak,chairman
CHRW,C.H. Robinson,1043277,David Bozeman,CEO
CDNS,Cadence Design Systems,813672,Anirudh Devgan,"president , CEO"
CZR,Caesars Entertainment,1590895,Gary Carano,executive chairman
CZR,Caesars Entertainment,1590895,Thomas Reeg,CEO
CZR,Caesars Entertainment,1590895,Anthony Carano,president and COO
CPT,Camden Property Trust,906345,Richard J. Campo,Chairman & CEO
CPT,Camden Property Trust,906345,D. Keith Oden,Executive Vice Chairman
CPT,Camden Property Trust,906345,Alexander J. Jessett,CFO
CPB,Campbell's Company (The),16732,Mick Beekhuizen,president & CEO
COF,Capital One,927628,Richard Fairbank,"chairman , president and CEO"
COF,Capital One,927628,Andrew Young,CFO
CAH,Cardinal Health,721371,Jason Hollar,CEO
CAH,Cardinal Health,721371,Deborah Weitzman,"CEO, pharma segment"
CAH,Cardinal Health,721371,Stephen Mason,"CEO, medical segment"
KMX,CarMax,1170010,Bill Nash,president & CEO
KMX,CarMax,1170010,Ed Hill,COO
KMX,CarMax,1170010,Jim Lyski,CMO
KMX,CarMax,1170010,Shamim Mohammad,CITO
KMX,CarMax,1170010,Diane Cafritz,CHRO
KMX,CarMax,1170010,Enrique Mayor-Mora,CFO
CCL,Carnival,815097,Micky Arison,Chairman
CCL,Carnival,815097,Joshua Weinstein,President and CEO
CARR,Carrier Global,1783180,Dave Gitlin,CEO
CAT,Caterpillar Inc.,18230,Joe Creed,CEO
CBOE,Cboe Global Markets,1374310,Craig Donohue,CEO
CBOE,Cboe Global Markets,1374310,Chris Isaacson,COO
CBOE,Cboe Global Markets,1374310,Jill Griebenow,CFO
CBOE,Cboe Global Markets,1374310,David Howson,President
CBRE,CBRE Group,1138118,Bob Sulentic,chairman and CEO
CDW,CDW Corporation,1402057,Christine Leahy,chairman & CEO
COR,Cencora,1140859,Steven H. Collis,chairman
COR,Cencora,1140859,Robert Mauch,President & CEO
CNC,Centene Corporation,1071739,Sarah London,CEO
CNC,Centene Corporation,1071739,Susan Smith,COO
CNP,CenterPoint Energy,1130310,Jason P. Wells,CEO & president
CF,CF Industries,1324404,Tony Will,CEO
CRL,Charles River Laboratories,1100682,James C. Foster,CEO
SCHW,Charles Schwab Corporation,316709,Charles R. Schwab,co-chairman
SCHW,Charles Schwab Corporation,316709,Rick Wurster,president & CEO
CHTR,Charter Communications,1091667,Eric Zinterhofer,chairman
CHTR,Charter Communications,1091667,Chris Winfrey,president and CEO
CVX,Chevron Corporation,93410,Mike Wirth,chairman and CEO
CMG,Chipotle Mexican Grill,1058090,Scott Maw,chairman
CMG,Chipotle Mexican Grill,1058090,Scott Boatwright,CEO
CB,Chubb Limited,896159,Evan G. Greenberg,chairman and CEO
CHD,Church & Dwight,313927,Richard Dierker,CEO
CI,Cigna,1739940,David Cordani,chairman and CEO
CI,Cigna,1739940,Brian Evanko,CFO
CINF,Cincinnati Financial,20286,Stephen M. Spray,CEO
CTAS,Cintas,723254,Todd Schneider,CEO
CTAS,Cintas,723254,Scott D. Farmer,executive chairman
CTAS,Cintas,723254,Mike Thompson,CAO
CSCO,Cisco,858877,Chuck Robbins,CEO & chairman
C,Citigroup,831001,John C. Dugan,chairman
C,Citigroup,831001,Viswas Raghavan,executive vice chairman
C,Citigroup,831001,Jane Fraser,CEO
C,Citigroup,831001,Mark Mason,CFO
CFG,Citizens Financial Group,759944,Bruce Van Saun,chairman & CEO
CLX,Clorox,21076,Linda Rendle,CEO
CME,CME Group,1156375,Terrence A. Duffy,chairman & CEO
CME,CME Group,1156375,Lynne Fitzpatrick,CFO
CMS,CMS Energy,811156,Garrick Rochow,President & CEO
CMS,CMS Energy,811156,Rejji Hayes,CFO
KO,Coca-Cola Company (The),21344,James Quincey,chairman and CEO
KO,Coca-Cola Company (The),21344,John Murphy,president and CFO
CTSH,Cognizant,1058290,Ravi Kumar Singisetti,CEO
COIN,Coinbase,1679788,Brian Armstrong,"Chair , CEO"
COIN,Coinbase,1679788,Emilie Choi,"President , COO"
COIN,Coinbase,1679788,Alesia Haas,CFO
CL,Colgate-Palmolive,21665,Noel Wallace,"Chairman, President & CEO"
CL,Colgate-Palmolive,21665,Stanley J. Sutula III,CFO
CMCSA,Comcast,1166691,Brian L. Roberts,chairman & CEO
CMCSA,Comcast,1166691,Michael J. Cavanagh,president
CMCSA,Comcast,1166691,Jason S. Armstrong,CFO
CAG,Conagra Brands,23217,Sean Connolly,CEO
COP,ConocoPhillips,1163165,Ryan Lance,chairman & CEO
ED,Consolidated Edison,1047862,Tim Cawley,CEO
STZ,Constellation Brands,16918,Rob Sands,Chairman
STZ,Constellation Brands,16918,Richard Sands,Vice Chairman
STZ,Constellation Brands,16918,Bill Newlands,CEO
CEG,Constellation Energy,1868275,Joseph Dominguez,president and CEO
COO,Cooper Companies (The),711404,Albert G. White III,President & CEO
CPRT,Copart,900075,Jay Adair,executive chairman
CPRT,Copart,900075,Willis J. Johnson,chairman
CPRT,Copart,900075,Jeff Liaw,CEO
GLW,Corning Inc.,24741,Wendell P. Weeks,chairman & CEO
GLW,Corning Inc.,24741,Lawrence D. McRae,vice chairman
CPAY,Corpay,1175454,Ronald F. Clarke,Chairman & CEO
CTVA,Corteva,1755672,Chuck Magro,CEO
CSGP,CoStar Group,1057352,Andrew C. Florance,President and CEO
CSGP,CoStar Group,1057352,Louise S. Sams,Chairman
CSGP,CoStar Group,1057352,Lisa Ruggles,"SVP , global operations"
CSGP,CoStar Group,1057352,Frank Simuro,CTO
COST,Costco,909832,Hamilton E. James,chairman
COST,Costco,909832,Ron Vachris,president and CEO
CTRA,Coterra,858470,Thomas E. Jorden,"chairman , president & CEO"
CRWD,CrowdStrike,1535527,George Kurtz,CEO
CRWD,CrowdStrike,1535527,Michael Sentonas,President
CSX,CSX Corporation,277948,John J. Zillmer,chairman
CSX,CSX Corporation,277948,Joseph R. Hinrichs,president & CEO
CMI,Cummins,26172,Jennifer Rumsey,President & CEO
CMI,Cummins,26172,N. Thomas Linebarger,Executive Chairman
CMI,Cummins,26172,Mark Smith,Vice President & CFO
CVS,CVS Health,64803,David Joyner,president and CEO
DHR,Danaher Corporation,313616,Steven Rales,chairman of the board
DHR,Danaher Corporation,313616,Mitchell Rales,chairman of the executive committee
DHR,Danaher Corporation,313616,Rainer Blair,president and CEO
DRI,Darden Restaurants,940944,Cynthia T. Jamison,chair
DRI,Darden Restaurants,940944,Rick Cardenas,president & CEO
DVA,DaVita,927066,Javier J. Rodriguez,CEO
DAY,Dayforce,1725057,David Ossip,CEO
DECK,Deckers Brands,910521,Michael Devine III,Chairman
DECK,Deckers Brands,910521,Stefano Caroti,CEO
DE,Deere & Company,315189,John C. May,"chairman , CEO & president"
DELL,Dell Technologies,1571996,Michael Dell,chairman and CEO
DELL,Dell Technologies,1571996,Jeff Clarke,vice chairman and COO
DAL,Delta Air Lines,27904,Ed Bastian,CEO
DAL,Delta Air Lines,27904,David Taylor,chairman
DAL,Delta Air Lines,27904,Glen Hauenstein,president
DVN,Devon Energy,1090012,Clay Gaspar,CEO & president
DVN,Devon Energy,1090012,Jeffrey L. Ritenour,CFO
DXCM,Dexcom,1093557,Kevin Sayer,"chairman , president & CEO"
FANG,Diamondback Energy,1539838,Kaes Van't Hof,chairman and CEO
DLR,Digital Realty,1297996,Mary Hogan Preusse,Chairman
DLR,Digital Realty,1297996,Andrew P. Power,CEO & President
DG,Dollar General,29534,Michael M. Calbert,chairman
DG,Dollar General,29534,Todd Vasos,CEO
DG,Dollar General,29534,John W. Garratt,CFO
DLTR,Dollar Tree,935703,"Michael C. Creedon, Jr.",CEO
D,Dominion Energy,715957,Robert Blue,CEO and Chairman
D,Dominion Energy,715957,James R. Chapman,CFO
DPZ,Domino's,1286681,David A. Brandon,chairman
DPZ,Domino's,1286681,Russell Weiner,CEO
DASH,DoorDash,1792789,Tony Xu,chairman & CEO
DASH,DoorDash,1792789,Prabir Adarkar,president & COO
DASH,DoorDash,1792789,Ravi Inukonda,CFO
DOV,Dover Corporation,29905,Richard J. Tobin,"president , CEO , and chairman"
DOV,Dover Corporation,29905,Michael F. Johnston,lead independent director
DOW,Dow Inc.,1751788,Jim Fitterling,chairman and CEO
DOW,Dow Inc.,1751788,Jeff Tate,CFO
DHI,D. R. Horton,882184,David V. Auld,executive chairman
DHI,D. R. Horton,882184,Paul J. Romanowski,President & CEO
DHI,D. R. Horton,882184,Bill W. Wheat,CFO
DTE,DTE Energy,936340,Gerardo Norcia,Chairman and CEO
DTE,DTE Energy,936340,Joi Harris,President & COO
DTE,DTE Energy,936340,David Rudd,CFO
DUK,Duke Energy,1326160,Harry Sideris,"chair , president & CEO"
DUK,Duke Energy,1326160,Brian D. Savoy,CFO
DD,DuPont,1666700,Edward D. Breen,executive chairman
DD,DuPont,1666700,Lori Koch,CEO
EMN,Eastman Chemical Company,915389,Mark J. Costa,CEO
ETN,Eaton Corporation,1551182,Craig Arnold,"Chairman , President & CEO"
ETN,Eaton Corporation,1551182,Olivier Leonetti,CFO
ETN,Eaton Corporation,1551182,Heath Monesmith,President & COO Electrical Sector
ETN,Eaton Corporation,1551182,Paulo Ruiz,President & COO Industrial Sector
EBAY,eBay Inc.,1065088,Paul Pressler,chairman
EBAY,eBay Inc.,1065088,Jamie Iannone,president and CEO
ECL,Ecolab,31462,Christophe Beck,CEO
EIX,Edison International,827052,Pedro J. Pizarro,President and CEO
EW,Edwards Lifesciences,1099800,Bernard J. Zovighian,CEO
EA,Electronic Arts,712515,Andrew Wilson,CEO and chairman
EA,Electronic Arts,712515,Laura Miele,president of EA Entertainment
EA,Electronic Arts,712515,Cam Weber,president of EA Sports
ELV,Elevance Health,1156039,Elizabeth E. Tallett,chairman
ELV,Elevance Health,1156039,Gail Koziara Boudreaux,president & CEO
EMR,Emerson Electric,32604,Jim Turley,chairman
EMR,Emerson Electric,32604,Lal Karsanbhai,CEO
EMR,Emerson Electric,32604,Mike Baughman,CFO
ENPH,Enphase Energy,1463101,Badri Kothandaraman,CEO
ETR,Entergy,65984,Andrew Marsh,Chair and CEO
EOG,EOG Resources,821189,Ezra Y. Yacob,CEO & director
EOG,EOG Resources,821189,Timothy K. Driggers,CFO
EPAM,EPAM Systems,1352010,Arkadiy Dobkin,"chairman, president & CEO"
EQT,EQT Corporation,33213,Lydia Beebe,chair
EQT,EQT Corporation,33213,Toby Rice,president & CEO
EQT,EQT Corporation,33213,Jeremy Knop,CFO
EFX,Equifax,33185,Mark L. Feidler,Chairman
EFX,Equifax,33185,Mark W. Begor,CEO
EFX,Equifax,33185,"John W. Gamble, Jr.",COO & CFO
EQIX,Equinix,1101239,Adaire Fox-Martin,CEO and president
EQR,Equity Residential,906107,Mark J. Parrell,CEO
EQR,Equity Residential,906107,David J. Neithercut,Chairman
EQR,Equity Residential,906107,Robert A. Garechana,CFO
ERIE,Erie Indemnity,922621,Timothy G. NeCastro,CEO
ERIE,Erie Indemnity,922621,Thomas B. Hagen,chairman
EL,Estée Lauder Companies (The),1001250,William P. Lauder,Chairman
EL,Estée Lauder Companies (The),1001250,Stéphane de La Faverie,President and CEO
EG,Everest Group,1095073,Jim Williamson,CEO
EG,Everest Group,1095073,Joseph V. Taranto,Chairman
EVRG,Evergy,1711269,David Campbell,CEO
ES,Eversource Energy,72741,Joseph R. Nolan,"Chairman, CEO, President"
EXC,Exelon,1109357,Calvin Butler,president and CEO
EXE,Expand Energy,895126,Michael Wichterich,executive chairman
EXE,Expand Energy,895126,"Domenic J. Dell'Osso, Jr.",CEO & president
EXE,Expand Energy,895126,Mohit Singh,CFO
EXPE,Expedia Group,1324424,Barry Diller,chairman and senior executive
EXPE,Expedia Group,1324424,Ariane Gorin,vice chairman and CEO
EXPD,Expeditors International,746515,Dan Wall,president & CEO
EXPD,Expeditors International,746515,Benjamin G. Clark,CSO
EXPD,Expeditors International,746515,Bradley S. Powell,CFO
EXR,Extra Space Storage,1289490,Kenneth Woolley,Chairman
EXR,Extra Space Storage,1289490,Joseph D. Margolis,CEO
XOM,ExxonMobil,34088,Darren Woods,chairman & CEO
FFIV,"F5, Inc.",1048695,François Locoh-Donou,president and CEO
FDS,FactSet,1013237,F. Philip Snow,CEO
FICO,Fair Isaac,814547,William Lansing,CEO
FICO,Fair Isaac,814547,Bill Fair,co-founder
FICO,Fair Isaac,814547,Earl Isaac,co-founder
FAST,Fastenal,815556,Daniel L. Florness,CEO
FAST,Fastenal,815556,Holden Lewis,CFO
FRT,Federal Realty Investment Trust,34903,David Faeder,Chairman
FRT,Federal Realty Investment Trust,34903,Donald C. Wood,CEO & President
FRT,Federal Realty Investment Trust,34903,Daniel Guglielmone,CFO
FDX,FedEx,1048911,Raj Subramaniam,president & CEO
FIS,Fidelity National Information Services,1136893,Stephanie Ferris,CEO & President
FIS,Fidelity National Information Services,1136893,Jeffrey A. Goldstein,Chairman
FITB,Fifth Third Bancorp,35527,Timothy N. Spence,"chairman , CEO and president"
FITB,Fifth Third Bancorp,35527,Bryan D. Preston,CFO
FSLR,First Solar,1274494,Michael J. Ahearn,chairman
FSLR,First Solar,1274494,Mark Widmar,CEO
FE,FirstEnergy,1031296,Brian X. Tierney,CEO
FI,Fiserv,798354,Mike Lyons,president and CEO
FI,Fiserv,798354,Robert W. Hau,CFO and Treasurer
FI,Fiserv,798354,Guy Chiarello,COO
F,Ford Motor Company,37996,William Clay Ford Jr.,executive chairman
F,Ford Motor Company,37996,Jim Farley,president & CEO
FTNT,Fortinet,1262039,Ken Xie,CEO
FTNT,Fortinet,1262039,Michael Xie,CTO
FTNT,Fortinet,1262039,Keith Jensen,CFO
FTV,Fortive,1659166,Alan Spoon,chairman
FTV,Fortive,1659166,Jim Lico,president & CEO
FOXA,Fox Corporation (Class A),1754301,Rupert Murdoch,chairman emeritus
FOXA,Fox Corporation (Class A),1754301,Lachlan Murdoch,chairman and CEO
FOXA,Fox Corporation (Class A),1754301,John P. Nallen,COO
FOX,Fox Corporation (Class B),1754301,Rupert Murdoch,chairman emeritus
FOX,Fox Corporation (Class B),1754301,Lachlan Murdoch,chairman and CEO
FOX,Fox Corporation (Class B),1754301,John P. Nallen,COO
BEN,Franklin Resources,38777,Jennifer M. Johnson,president and CEO
BEN,Franklin Resources,38777,Gregory E. Johnson,executive chairman
BEN,Franklin Resources,38777,Rupert H. Johnson Jr.,vice chairman
FCX,Freeport-McMoRan,831259,Richard Adkerson,Chairman
FCX,Freeport-McMoRan,831259,Kathleen L. Quirk,President & CEO
GRMN,Garmin,1121788,Cliff Pemble,President & CEO
GRMN,Garmin,1121788,Min Kao,Chairman
GRMN,Garmin,1121788,Patrick Desbois,Co- COO
GRMN,Garmin,1121788,Brad Trenkle,Co-COO
IT,Gartner,749251,Gene Hall,CEO
IT,Gartner,749251,Craig Safian,CFO
IT,Gartner,749251,Altaf Rupani,CIO
GE,GE Aerospace,40545,H. Lawrence Culp Jr.,Chair & CEO
GEHC,GE HealthCare,1932393,Peter Arduini,CEO
GEHC,GE HealthCare,1932393,H. Lawrence Culp Jr.,chairman
GEV,GE Vernova,1996810,Scott Strazik,CEO
GEV,GE Vernova,1996810,Steve Angel,chairman
GEN,Gen Digital,849399,Frank E. Dangeard,chairman
GEN,Gen Digital,849399,Vincent Pilette,CEO
GNRC,Generac,1474735,Aaron Jagdfeld,CEO
GD,General Dynamics,40533,Phebe Novakovic,chairman and CEO
GIS,General Mills,40704,Jeffrey Harmening,chairman and CEO
GM,General Motors,1467858,Pierre S. du Pont, Chairman of the Board 1915–1929
GM,General Motors,1467858,Charles Kettering, Director of Research 1920–1947
GM,General Motors,1467858,Alfred P. Sloan, CEO 1923–1946
GPC,Genuine Parts Company,40987,Paul Donahue,executive chairman
GPC,Genuine Parts Company,40987,Will Stengel,CEO
GILD,Gilead Sciences,882095,Daniel O'Day,chairman and CEO
GILD,Gilead Sciences,882095,Andrew Dickinson,CFO
GILD,Gilead Sciences,882095,Tomáš Cihlář,"vice president , and senior director, Biology"
GPN,Global Payments,1123360,Cameron M. Bready,president and CEO
GPN,Global Payments,1123360,Andréa Carter,CHRO
GPN,Global Payments,1123360,David Rumph,CFO
GL,Globe Life,320335,Matthew Darden,co-CEO
GL,Globe Life,320335,Frank M. Svoboda,co-CEO
GS,Goldman Sachs,886982,David M. Solomon,chairman and CEO
HAL,Halliburton,45012,Jeff Miller,"chairman , president , CEO"
HIG,Hartford (The),874766,Christopher J. Swift,Chairman & CEO
HIG,Hartford (The),874766,Beth A. Costello,Executive VP & CFO
HIG,Hartford (The),874766,Allison Niderno,Senior VP & Controller
HAS,Hasbro,46080,Richard Stoddart,chairman
HAS,Hasbro,46080,Chris Cocks,CEO
HCA,HCA Healthcare,860730,Sam Hazen,CEO
HCA,HCA Healthcare,860730,John Reay,"CEO, HCA UK"
DOC,Healthpeak Properties,765880,Scott M. Brinker,President and CEO
DOC,Healthpeak Properties,765880,Kelvin O. Moses,CFO
HSIC,Henry Schein,1000228,Stanley M. Bergman,chairman and CEO
HSIC,Henry Schein,1000228,Jim Breslawski,"president , vice chairman"
HSIC,Henry Schein,1000228,Ronald N. South,"Senior vice president , CFO"
HSIC,Henry Schein,1000228,Michael Ettinger,"Executive vice president , COO"
HSIC,Henry Schein,1000228,Andrea Albertini,"Chief Executive Officer , Global Distribution and Technology"
HSY,Hershey Company (The),47111,Michele Buck,"chairwoman , president and CEO"
HSY,Hershey Company (The),47111,Steven Voskuil,"SVP , Chief Financial & Accounting Officer"
HES,Hess Corporation,4447,John B. Hess,CEO
HPE,Hewlett Packard Enterprise,1645590,Patricia Russo,chairwoman
HPE,Hewlett Packard Enterprise,1645590,Antonio Neri,president and CEO
HLT,Hilton Worldwide,1585689,Christopher J. Nassetta,president and CEO
HLT,Hilton Worldwide,1585689,Jonathan D. Gray,chairman
HOLX,Hologic,859737,Stephen P. MacMillan,"Chairman, President, CEO"
HOLX,Hologic,859737,Karleen Marie Oberton,CFO
HOLX,Hologic,859737,Jay A. Stein,"Chairman-Emeritus, CTO, SVP"
HD,Home Depot (The),354950,Ted Decker,"chairman , president & CEO"
HON,Honeywell,773840,Darius Adamczyk,chairman
HON,Honeywell,773840,Vimal Kapur,CEO
HRL,Hormel Foods,48465,James Snee,"chairman, president and CEO"
HST,Host Hotels & Resorts,1070750,Richard E. Marriott,chairman
HST,Host Hotels & Resorts,1070750,James F. Risoleo,president & CEO
HST,Host Hotels & Resorts,1070750,Sourav Ghosh,CFO
HWM,Howmet Aerospace,4281,John C. Plant,Executive Chairman & CEO
HPQ,HP Inc.,47217,Chip Bergh,chairman
HPQ,HP Inc.,47217,Enrique Lores,president & CEO
HUBB,Hubbell Incorporated,48898,Gerben Bakker,"chairman, president and CEO"
HUM,Humana,49071,Kurt J. Hilzinger,chairman
